SIMULATED EQUIVALENT,"""OBSERVED VALUE""",,"""OBSERVATION NAME""",Well ID,Date,name,RMSE,Well Type,Pumping in Model Cell,Area in Model,Distance from Carmel River
14,4,-10.05,w14_10291998,14,10291998,Cypress,,,,,
15,17,1.42,w14_11251998,14,11251998,Cypress,,,,,
16,17,0.76,w14_12311998,14,12311998,Cypress,,,,,
17,6,-10.82,w14_01281999,14,1281999,Cypress,,,,,
17,17,-0.17,w14_02251999,14,2251999,Cypress,,,,,
18,17,-0.29,w14_03251999,14,3251999,Cypress,,,,,
18,6,-11.89,w14_04291999,14,4291999,Cypress,,,,,
18,6,-12.17,w14_05271999,14,5271999,Cypress,,,,,
18,5,-12.94,w14_06241999,14,6241999,Cypress,,,,,
17,2,-15.39,w14_07291999,14,7291999,Cypress,,,,,
17,2,-15.18,w14_08261999,14,8261999,Cypress,,,,,
17,2,-15.03,w14_09301999,14,9301999,Cypress,,,,,
17,2,-15.08,w14_10281999,14,10281999,Cypress,,,,,
17,11,-5.99,w14_11241999,14,11241999,Cypress,,,,,
17,3,-14.25,w14_12301999,14,12301999,Cypress,,,,,
17,5,-12.30,w14_01272000,14,1272000,Cypress,,,,,
18,15,-2.08,w14_02242000,14,2242000,Cypress,,,,,
17,15,-2.92,w14_03302000,14,3302000,Cypress,,,,,
17,5,-12.54,w14_04272000,14,4272000,Cypress,,,,,
17,4,-12.92,w14_05252000,14,5252000,Cypress,,,,,
17,4,-12.98,w14_06292000,14,6292000,Cypress,,,,,
17,4,-12.78,w14_07272000,14,7272000,Cypress,,,,,
16,4,-12.57,w14_08312000,14,8312000,Cypress,,,,,
16,3,-13.10,w14_09282000,14,9282000,Cypress,,,,,
16,3,-13.10,w14_10262000,14,10262000,Cypress,,,,,
17,1,-15.62,w14_12282000,14,12282000,Cypress,,,,,
17,1,-15.68,w14_01252001,14,1252001,Cypress,,,,,
17,11,-5.67,w14_02222001,14,2222001,Cypress,,,,,
17,11,-5.88,w14_03292001,14,3292001,Cypress,,,,,
17,11,-6.09,w14_04262001,14,4262001,Cypress,,,,,
17,10,-6.33,w14_05312001,14,5312001,Cypress,,,,,
17,10,-6.26,w14_06212001,14,6212001,Cypress,,,,,
16,14,-2.75,w14_07262001,14,7262001,Cypress,,,,,
16,7,-8.66,w14_08232001,14,8232001,Cypress,,,,,
16,6,-10.24,w14_09272001,14,9272001,Cypress,,,,,
16,5,-10.89,w14_10252001,14,10252001,Cypress,,,,,
16,10,-6.20,w14_11292001,14,11292001,Cypress,,,,,
16,10,-6.21,w14_12272001,14,12272001,Cypress,,,,,
17,10,-6.66,w14_01312002,14,1312002,Cypress,,,,,
17,11,-6.17,w14_02282002,14,2282002,Cypress,,,,,
17,11,-6.29,w14_03282002,14,3282002,Cypress,,,,,
17,11,-6.37,w14_04252002,14,4252002,Cypress,,,,,
17,13,-3.78,w14_05302002,14,5302002,Cypress,,,,,
17,6,-10.92,w14_06272002,14,6272002,Cypress,,,,,
16,6,-10.24,w14_07252002,14,7252002,Cypress,,,,,
16,5,-11.00,w14_08292002,14,8292002,Cypress,,,,,
16,4,-11.50,w14_09262002,14,9262002,Cypress,,,,,
16,6,-9.90,w14_10312002,14,10312002,Cypress,,,,,
16,6,-9.92,w14_11272002,14,11272002,Cypress,,,,,
16,18,2.12,w14_12262002,14,12262002,Cypress,,,,,
16,4,-12.52,w14_01302003,14,1302003,Cypress,,,,,
17,4,-12.75,w14_02272003,14,2272003,Cypress,,,,,
17,5,-11.76,w14_03272003,14,3272003,Cypress,,,,,
16,4,-11.98,w14_04242003,14,4242003,Cypress,,,,,
16,6,-9.88,w14_05292003,14,5292003,Cypress,,,,,
16,18,1.98,w14_06262003,14,6262003,Cypress,,,,,
16,10,-5.88,w14_07312003,14,7312003,Cypress,,,,,
15,8,-7.44,w14_08282003,14,8282003,Cypress,,,,,
14,6,-7.89,w14_09252003,14,9252003,Cypress,,,,,
15,5,-10.17,w14_10302003,14,10302003,Cypress,,,,,
15,4,-11.50,w14_11262003,14,11262003,Cypress,,,,,
16,16,0.77,w14_12182003,14,12182003,Cypress,,,,,
16,8,-8.20,w14_01292004,14,1292004,Cypress,,,,,
16,9,-7.54,w14_02262004,14,2262004,Cypress,,,,,
16,8,-8.36,w14_03252004,14,3252004,Cypress,,,,,
16,8,-8.55,w14_04292004,14,4292004,Cypress,,,,,
16,8,-8.04,w14_05272004,14,5272004,Cypress,,,,,
16,7,-8.93,w14_06242004,14,6242004,Cypress,,,,,
16,6,-10.32,w14_07292004,14,7292004,Cypress,,,,,
16,5,-10.51,w14_08262004,14,8262004,Cypress,,,,,
16,1,-14.70,w14_09302004,14,9302004,Cypress,,,,,
16,2,-14.05,w14_10282004,14,10282004,Cypress,,,,,
16,1,-14.97,w14_11182004,14,11182004,Cypress,,,,,
16,16,0.31,w14_12232004,14,12232004,Cypress,,,,,
16,2,-13.94,w14_02242005,14,2242005,Cypress,,,,,
16,4,-12.56,w14_03312005,14,3312005,Cypress,,,,,
16,4,-12.40,w14_08252005,14,8252005,Cypress,,,,,
16,2,-13.83,w14_09292005,14,9292005,Cypress,,,,,
16,1,-15.01,w14_10272005,14,10272005,Cypress,,,,,
16,3,-13.21,w14_11232005,14,11232005,Cypress,,,,,
16,7,-9.44,w14_12222005,14,12222005,Cypress,,,,,
16,10,-6.41,w14_01252006,14,1252006,Cypress,,,,,
16,10,-6.55,w14_02222006,14,2222006,Cypress,,,,,
16,8,-8.20,w14_03292006,14,3292006,Cypress,,,,,
16,-6,-21.86,w14_04262006,14,4262006,Cypress,,,,,
16,-1,-17.60,w14_05312006,14,5312006,Cypress,,,,,
16,4,-11.83,w14_06282006,14,6282006,Cypress,,,,,
15,4,-11.63,w14_07262006,14,7262006,Cypress,,,,,
16,0,-15.76,w14_10252006,14,10252006,Cypress,,,,,
16,0,-16.06,w14_11292006,14,11292006,Cypress,,,,,
16,18,2.24,w14_01252007,14,1252007,Cypress,,,,,
16,2,-13.92,w14_02222007,14,2222007,Cypress,,,,,
16,1,-14.75,w14_04262007,14,4262007,Cypress,,,,,
16,-1,-17.09,w14_05312007,14,5312007,Cypress,,,,,
16,-1,-16.93,w14_06282007,14,6282007,Cypress,,,,,
16,-2,-17.50,w14_07262007,14,7262007,Cypress,,,,,
16,1,-14.91,w14_08302007,14,8302007,Cypress,,,,,
15,-1,-15.91,w14_09272007,14,9272007,Cypress,,,,,
15,-3,-17.69,w14_10252007,14,10252007,Cypress,,,,,
15,-5,-19.86,w14_11292007,14,11292007,Cypress,,,,,
16,-5,-20.30,w14_12272007,14,12272007,Cypress,,,,,
16,11,-4.89,w14_01312008,14,1312008,Cypress,,,,,
16,10,-6.16,w14_02212008,14,2212008,Cypress,,,,,
16,8,-7.62,w14_03272008,14,3272008,Cypress,,,,,
16,5,-11.25,w14_04242008,14,4242008,Cypress,,,,,
16,3,-12.75,w14_05292008,14,5292008,Cypress,,,,,
16,4,-12.30,w14_06262008,14,6262008,Cypress,,,,,
14,3,-10.53,w14_08282008,14,8282008,Cypress,,,,,
15,3,-11.36,w14_10302008,14,10302008,Cypress,,,,,
15,1,-14.26,w14_11262008,14,11262008,Cypress,,,,,
15,7,-8.14,w14_12182008,14,12182008,Cypress,,,,,
16,5,-10.98,w14_01292009,14,1292009,Cypress,,,,,
16,15,-0.70,w14_02262009,14,2262009,Cypress,,,,,
16,16,0.14,w14_03262009,14,3262009,Cypress,,,,,
16,15,-0.54,w14_04302009,14,4302009,Cypress,,,,,
16,15,-0.54,w14_05282009,14,5282009,Cypress,,,,,
16,15,-0.55,w14_06252009,14,6252009,Cypress,,,,,
16,5,-11.25,w14_07302009,14,7302009,Cypress,,,,,
16,3,-12.66,w14_08272009,14,8272009,Cypress,,,,,
16,0,-16.06,w14_09242009,14,9242009,Cypress,,,,,
16,6,-10.10,w14_10292009,14,10292009,Cypress,,,,,
16,7,-8.93,w14_11252009,14,11252009,Cypress,,,,,
16,11,-5.38,w14_12312009,14,12312009,Cypress,,,,,
16,8,-8.14,w14_01282010,14,1282010,Cypress,,,,,
16,8,-8.32,w14_02252010,14,2252010,Cypress,,,,,
17,8,-8.26,w14_03252010,14,3252010,Cypress,,,,,
17,18,1.62,w14_04292010,14,4292010,Cypress,,,,,
17,8,-8.74,w14_05282010,14,5282010,Cypress,,,,,
17,6,-10.28,w14_06242010,14,6242010,Cypress,,,,,
17,6,-10.53,w14_07292010,14,7292010,Cypress,,,,,
17,9,-7.48,w14_08262010,14,8262010,Cypress,,,,,
17,8,-8.79,w14_09302010,14,9302010,Cypress,,,,,
17,9,-7.87,w14_11242010,14,11242010,Cypress,,,,,
17,10,-6.74,w14_12302010,14,12302010,Cypress,,,,,
17,9,-7.60,w14_01272011,14,1272011,Cypress,,,,,
17,8,-8.37,w14_02242011,14,2242011,Cypress,,,,,
17,11,-6.10,w14_03312011,14,3312011,Cypress,,,,,
17,11,-5.97,w14_04282011,14,4282011,Cypress,,,,,
17,8,-9.09,w14_05262011,14,5262011,Cypress,,,,,
17,8,-8.69,w14_06302011,14,6302011,Cypress,,,,,
16,9,-7.57,w14_07282011,14,7282011,Cypress,,,,,
16,9,-7.17,w14_08252011,14,8252011,Cypress,,,,,
15,7,-8.00,w14_09292011,14,9292011,Cypress,,,,,
14,8,-5.82,w14_10272011,14,10272011,Cypress,,,,,
15,8,-6.91,w14_11232011,14,11232011,Cypress,,,,,
16,8,-7.62,w14_12152011,14,12152011,Cypress,,,,,
16,8,-8.60,w14_01262012,14,1262012,Cypress,,,,,
16,8,-8.84,w14_02232012,14,2232012,Cypress,,,,,
16,8,-8.39,w14_03292012,14,3292012,Cypress,,,,,
16,6,-10.18,w14_04262012,14,4262012,Cypress,,,,,
16,7,-9.46,w14_05302012,14,5302012,Cypress,,,,,
15,5,-10.04,w14_06282012,14,6282012,Cypress,,,,,
14,4,-10.27,w14_07262012,14,7262012,Cypress,,,,,
13,1,-12.33,w14_08302012,14,8302012,Cypress,,,,,
12,-1,-13.33,w14_09272012,14,9272012,Cypress,,,,,
12,0,-11.41,w14_10252012,14,10252012,Cypress,,,,,
11,-1,-11.66,w14_11292012,14,11292012,Cypress,,,,,
13,8,-5.72,w14_12272012,14,12272012,Cypress,,,,,
12,6,-6.13,w14_01312013,14,1312013,Cypress,,,,,
14,6,-8.89,w14_02282013,14,2282013,Cypress,,,,,
15,4,-10.59,w14_03282013,14,3282013,Cypress,,,,,
15,3,-12.21,w14_04252013,14,4252013,Cypress,,,,,
15,2,-13.66,w14_05302013,14,5302013,Cypress,,,,,
14,3,-11.04,w14_06272013,14,6272013,Cypress,,,,,
13,0,-12.98,w14_07252013,14,7252013,Cypress,,,,,
12,0,-12.41,w14_08292013,14,8292013,Cypress,,,,,
12,3,-8.52,w14_09262013,14,9262013,Cypress,,,,,
11,-3,-14.18,w14_10312013,14,10312013,Cypress,,,,,
14,1,-12.82,w14_11272013,14,11272013,Cypress,,,,,
15,15,0.14,w14_12262013,14,12262013,Cypress,,,,,
15,15,0.02,w14_12312013,14,12312013,Cypress,,,,,
15,12,-3.11,w14_01302014,14,1302014,Cypress,,,,,
16,12,-3.19,w14_02272014,14,2272014,Cypress,,,,,
16,17,1.36,w14_03122014,14,3122014,Cypress,,,,,
16,17,1.62,w14_04242014,14,4242014,Cypress,,,,,
16,17,1.22,w14_05292014,14,5292014,Cypress,,,,,
15,9,-6.52,w14_06262014,14,6262014,Cypress,,,,,
14,8,-6.00,w14_07132014,14,7132014,Cypress,,,,,
14,6,-7.39,w14_08282014,14,8282014,Cypress,,,,,
14,7,-7.37,w14_09252014,14,9252014,Cypress,,,,,
4,7,2.31,w15_01272000,15,1272000,San Carlos,1.676269663,Abandoned,No,,
8,11,3.58,w15_02242000,15,2242000,San Carlos,,,,,
7,11,3.77,w15_03302000,15,3302000,San Carlos,,,,,
4,11,6.86,w15_04272000,15,4272000,San Carlos,,,,,
2,3,1.00,w15_05252000,15,5252000,San Carlos,,,,,
1,2,1.03,w15_06292000,15,6292000,San Carlos,,,,,
-6,3,9.21,w15_07272000,15,7272000,San Carlos,,,,,
-17,1,18.71,w15_08312000,15,8312000,San Carlos,,,,,
-25,1,25.73,w15_09282000,15,9282000,San Carlos,,,,,
-26,1,26.99,w15_10262000,15,10262000,San Carlos,,,,,
-6,1,7.12,w15_11302000,15,11302000,San Carlos,,,,,
-3,2,4.38,w15_12282000,15,12282000,San Carlos,,,,,
-2,1,3.53,w15_01252001,15,1252001,San Carlos,,,,,
-2,1,3.10,w15_02222001,15,2222001,San Carlos,,,,,
-1,0,1.06,w15_03292001,15,3292001,San Carlos,,,,,
-1,1,1.25,w15_04262001,15,4262001,San Carlos,,,,,
0,1,0.75,w15_05312001,15,5312001,San Carlos,,,,,
0,3,2.79,w15_06212001,15,6212001,San Carlos,,,,,
-6,1,6.91,w15_07262001,15,7262001,San Carlos,,,,,
-11,0,11.33,w15_08232001,15,8232001,San Carlos,,,,,
-12,8,19.97,w15_09272001,15,9272001,San Carlos,,,,,
-19,-1,18.12,w15_10252001,15,10252001,San Carlos,,,,,
-2,-1,1.58,w15_11292001,15,11292001,San Carlos,,,,,
0,0,-0.88,w15_12272001,15,12272001,San Carlos,,,,,
2,-1,-2.91,w15_01312002,15,1312002,San Carlos,,,,,
3,0,-3.12,w15_02282002,15,2282002,San Carlos,,,,,
6,2,-3.99,w15_03282002,15,3282002,San Carlos,,,,,
4,11,7.59,w15_04252002,15,4252002,San Carlos,,,,,
3,1,-1.47,w15_05302002,15,5302002,San Carlos,,,,,
3,2,-1.23,w15_06272002,15,6272002,San Carlos,,,,,
1,2,0.73,w15_07252002,15,7252002,San Carlos,,,,,
-4,1,4.66,w15_08292002,15,8292002,San Carlos,,,,,
-2,0,1.10,w15_09262002,15,9262002,San Carlos,,,,,
0,1,0.76,w15_10312002,15,10312002,San Carlos,,,,,
7,11,3.84,w15_11272002,15,11272002,San Carlos,,,,,
10,11,1.79,w15_12262002,15,12262002,San Carlos,,,,,
11,11,0.57,w15_01302003,15,1302003,San Carlos,,,,,
12,11,-0.68,w15_02272003,15,2272003,San Carlos,,,,,
13,11,-1.80,w15_03272003,15,3272003,San Carlos,,,,,
13,11,-2.32,w15_04242003,15,4242003,San Carlos,,,,,
14,11,-2.63,w15_05292003,15,5292003,San Carlos,,,,,
14,11,-2.86,w15_06262003,15,6262003,San Carlos,,,,,
13,11,-2.14,w15_07312003,15,7312003,San Carlos,,,,,
12,10,-1.91,w15_08282003,15,8282003,San Carlos,,,,,
12,10,-1.99,w15_09252003,15,9252003,San Carlos,,,,,
13,9,-4.11,w15_10302003,15,10302003,San Carlos,,,,,
14,9,-5.04,w15_11262003,15,11262003,San Carlos,,,,,
14,8,-5.99,w15_12182003,15,12182003,San Carlos,,,,,
15,11,-4.22,w15_01292004,15,1292004,San Carlos,,,,,
15,2,-13.49,w15_02262004,15,2262004,San Carlos,,,,,
15,11,-3.97,w15_03252004,15,3252004,San Carlos,,,,,
15,11,-4.66,w15_04292004,15,4292004,San Carlos,,,,,
15,11,-4.55,w15_05272004,15,5272004,San Carlos,,,,,
15,11,-4.69,w15_06242004,15,6242004,San Carlos,,,,,
15,10,-5.26,w15_07292004,15,7292004,San Carlos,,,,,
15,10,-4.77,w15_08262004,15,8262004,San Carlos,,,,,
15,11,-4.34,w15_09302004,15,9302004,San Carlos,,,,,
15,11,-4.02,w15_10282004,15,10282004,San Carlos,,,,,
15,11,-3.72,w15_11182004,15,11182004,San Carlos,,,,,
15,10,-5.03,w15_12232004,15,12232004,San Carlos,,,,,
15,12,-3.11,w15_01272005,15,1272005,San Carlos,,,,,
15,11,-4.04,w15_02242005,15,2242005,San Carlos,,,,,
16,11,-4.35,w15_03312005,15,3312005,San Carlos,,,,,
16,11,-4.58,w15_04282005,15,4282005,San Carlos,,,,,
16,11,-4.53,w15_05262005,15,5262005,San Carlos,,,,,
15,11,-4.69,w15_06302005,15,6302005,San Carlos,,,,,
15,11,-4.41,w15_07282005,15,7282005,San Carlos,,,,,
15,11,-3.93,w15_08252005,15,8252005,San Carlos,,,,,
15,10,-4.94,w15_09292005,15,9292005,San Carlos,,,,,
15,10,-5.52,w15_10272005,15,10272005,San Carlos,,,,,
15,10,-5.56,w15_11232005,15,11232005,San Carlos,,,,,
15,11,-4.86,w15_12222005,15,12222005,San Carlos,,,,,
15,11,-4.41,w15_01252006,15,1252006,San Carlos,,,,,
15,11,-4.53,w15_02222006,15,2222006,San Carlos,,,,,
15,12,-3.88,w15_03292006,15,3292006,San Carlos,,,,,
15,11,-3.96,w15_04262006,15,4262006,San Carlos,,,,,
15,11,-4.48,w15_05312006,15,5312006,San Carlos,,,,,
15,11,-4.08,w15_06282006,15,6282006,San Carlos,,,,,
14,11,-3.56,w15_07262006,15,7262006,San Carlos,,,,,
14,11,-3.00,w15_08302006,15,8302006,San Carlos,,,,,
13,10,-3.00,w15_09272006,15,9272006,San Carlos,,,,,
14,10,-4.31,w15_10252006,15,10252006,San Carlos,,,,,
15,10,-5.02,w15_11292006,15,11292006,San Carlos,,,,,
15,12,-3.12,w15_12272006,15,12272006,San Carlos,,,,,
15,11,-4.54,w15_01252007,15,1252007,San Carlos,,,,,
16,11,-4.74,w15_02222007,15,2222007,San Carlos,,,,,
16,11,-4.87,w15_03292007,15,3292007,San Carlos,,,,,
15,11,-4.18,w15_04262007,15,4262007,San Carlos,,,,,
11,10,-0.69,w15_05312007,15,5312007,San Carlos,,,,,
8,10,1.70,w15_06282007,15,6282007,San Carlos,,,,,
4,10,5.28,w15_07262007,15,7262007,San Carlos,,,,,
2,1,-0.86,w15_08302007,15,8302007,San Carlos,,,,,
4,3,-0.38,w15_10252007,15,10252007,San Carlos,,,,,
10,1,-8.52,w15_11292007,15,11292007,San Carlos,,,,,
12,8,-3.47,w15_12272007,15,12272007,San Carlos,,,,,
13,11,-1.80,w15_01312008,15,1312008,San Carlos,,,,,
13,11,-2.75,w15_02212008,15,2212008,San Carlos,,,,,
14,10,-3.63,w15_03272008,15,3272008,San Carlos,,,,,
14,11,-3.36,w15_04242008,15,4242008,San Carlos,,,,,
14,11,-3.56,w15_05292008,15,5292008,San Carlos,,,,,
12,10,-1.83,w15_06262008,15,6262008,San Carlos,,,,,
9,10,0.46,w15_07312008,15,7312008,San Carlos,,,,,
8,9,1.68,w15_08282008,15,8282008,San Carlos,,,,,
9,8,-0.43,w15_10302008,15,10302008,San Carlos,,,,,
9,8,-1.75,w15_11262008,15,11262008,San Carlos,,,,,
10,8,-1.66,w15_12182008,15,12182008,San Carlos,,,,,
10,8,-2.37,w15_01292009,15,1292009,San Carlos,,,,,
11,8,-2.29,w15_02262009,15,2262009,San Carlos,,,,,
11,9,-2.17,w15_03262009,15,3262009,San Carlos,,,,,
11,11,-0.22,w15_04302009,15,4302009,San Carlos,,,,,
11,11,-0.26,w15_05282009,15,5282009,San Carlos,,,,,
11,11,-0.23,w15_06252009,15,6252009,San Carlos,,,,,
10,10,0.23,w15_07302009,15,7302009,San Carlos,,,,,
8,10,1.57,w15_08272009,15,8272009,San Carlos,,,,,
6,9,2.36,w15_09242009,15,9242009,San Carlos,,,,,
5,11,5.57,w15_10292009,15,10292009,San Carlos,,,,,
8,10,1.76,w15_11252009,15,11252009,San Carlos,,,,,
10,10,0.47,w15_12312009,15,12312009,San Carlos,,,,,
10,11,1.38,w15_01282010,15,1282010,San Carlos,,,,,
10,11,0.65,w15_02252010,15,2252010,San Carlos,,,,,
11,11,0.30,w15_03252010,15,3252010,San Carlos,,,,,
11,11,0.59,w15_04292010,15,4292010,San Carlos,,,,,
11,11,0.14,w15_05282010,15,5282010,San Carlos,,,,,
11,11,0.32,w15_06242010,15,6242010,San Carlos,,,,,
10,11,0.64,w15_07292010,15,7292010,San Carlos,,,,,
10,11,0.35,w15_08262010,15,8262010,San Carlos,,,,,
8,10,1.92,w15_09302010,15,9302010,San Carlos,,,,,
10,11,0.89,w15_10282010,15,10282010,San Carlos,,,,,
10,11,0.77,w15_11242010,15,11242010,San Carlos,,,,,
10,11,0.60,w15_12302010,15,12302010,San Carlos,,,,,
10,11,0.57,w15_01272011,15,1272011,San Carlos,,,,,
10,11,0.58,w15_02242011,15,2242011,San Carlos,,,,,
11,12,1.21,w15_03312011,15,3312011,San Carlos,,,,,
11,11,0.75,w15_04282011,15,4282011,San Carlos,,,,,
11,11,0.55,w15_05262011,15,5262011,San Carlos,,,,,
10,11,0.45,w15_06302011,15,6302011,San Carlos,,,,,
9,11,2.04,w15_07282011,15,7282011,San Carlos,,,,,
7,11,3.74,w15_08252011,15,8252011,San Carlos,,,,,
5,11,6.16,w15_09292011,15,9292011,San Carlos,,,,,
3,10,6.86,w15_10272011,15,10272011,San Carlos,,,,,
3,11,7.05,w15_11232011,15,11232011,San Carlos,,,,,
8,10,2.30,w15_12152011,15,12152011,San Carlos,,,,,
10,11,1.22,w15_01262012,15,1262012,San Carlos,,,,,
10,11,1.00,w15_02232012,15,2232012,San Carlos,,,,,
10,11,0.82,w15_03292012,15,3292012,San Carlos,,,,,
10,11,1.07,w15_04262012,15,4262012,San Carlos,,,,,
10,11,1.33,w15_05302012,15,5302012,San Carlos,,,,,
7,11,3.33,w15_06282012,15,6282012,San Carlos,,,,,
5,10,4.86,w15_07262012,15,7262012,San Carlos,,,,,
4,10,6.20,w15_08302012,15,8302012,San Carlos,,,,,
2,10,7.21,w15_09272012,15,9272012,San Carlos,,,,,
1,10,8.97,w15_10252012,15,10252012,San Carlos,,,,,
1,10,9.14,w15_11292012,15,11292012,San Carlos,,,,,
0,11,11.16,w15_12272012,15,12272012,San Carlos,,,,,
-1,11,11.81,w15_01312013,15,1312013,San Carlos,,,,,
6,11,5.32,w15_02262013,15,2262013,San Carlos,,,,,
8,11,2.88,w15_03282013,15,3282013,San Carlos,,,,,
9,10,1.73,w15_04252013,15,4252013,San Carlos,,,,,
8,10,2.47,w15_05302013,15,5302013,San Carlos,,,,,
5,11,5.03,w15_06272013,15,6272013,San Carlos,,,,,
4,9,5.33,w15_07252013,15,7252013,San Carlos,,,,,
5,8,3.36,w15_08292013,15,8292013,San Carlos,,,,,
4,8,4.12,w15_09262013,15,9262013,San Carlos,,,,,
3,7,4.60,w15_10312013,15,10312013,San Carlos,,,,,
6,7,0.94,w15_11272013,15,11272013,San Carlos,,,,,
10,7,-2.65,w15_12262013,15,12262013,San Carlos,,,,,
10,6,-4.01,w15_01302014,15,1302014,San Carlos,,,,,
11,6,-4.80,w15_02272014,15,2272014,San Carlos,,,,,
12,9,-2.44,w15_03272014,15,3272014,San Carlos,,,,,
10,11,0.58,w15_04242014,15,4242014,San Carlos,,,,,
11,10,-0.85,w15_05292014,15,5292014,San Carlos,,,,,
11,10,-1.02,w15_06262014,15,6262014,San Carlos,,,,,
10,4,-6.06,w15_07312014,15,7312014,San Carlos,,,,,
9,3,-5.80,w15_08282014,15,8282014,San Carlos,,,,,
10,8,-1.68,w15_09252014,15,9252014,San Carlos,,,,,
-50,2,51.77,w16_11011990,16,11011990,Rancho Canada,25.6763161,Municipal,Yes,,
-50,1,50.99,w16_11291990,16,11291990,Rancho Canada,,,,,
-39,-1,38.82,w16_12271990,16,12271990,Rancho Canada,,,,,
-24,-5,19.18,w16_01311991,16,1311991,Rancho Canada,,,,,
-14,-1,13.52,w16_02281991,16,2281991,Rancho Canada,,,,,
-7,9,15.57,w16_03281991,16,3281991,Rancho Canada,,,,,
-2,9,11.37,w16_05021991,16,5021991,Rancho Canada,,,,,
-1,9,9.77,w16_05301991,16,5301991,Rancho Canada,,,,,
0,9,8.50,w16_06271991,16,6271991,Rancho Canada,,,,,
-2,3,4.69,w16_08011991,16,8011991,Rancho Canada,,,,,
-2,8,10.19,w16_08291991,16,8291991,Rancho Canada,,,,,
-2,7,9.68,w16_09261991,16,9261991,Rancho Canada,,,,,
-2,7,9.13,w16_10311991,16,10311991,Rancho Canada,,,,,
-1,7,7.84,w16_11271991,16,11271991,Rancho Canada,,,,,
2,6,4.92,w16_01021992,16,1021992,Rancho Canada,,,,,
7,2,-4.91,w16_01301992,16,1301992,Rancho Canada,,,,,
10,4,-5.92,w16_02271992,16,2271992,Rancho Canada,,,,,
12,9,-2.29,w16_04021992,16,4021992,Rancho Canada,,,,,
12,9,-2.90,w16_04301992,16,4301992,Rancho Canada,,,,,
12,9,-3.15,w16_05281992,16,5281992,Rancho Canada,,,,,
12,9,-3.15,w16_07021992,16,7021992,Rancho Canada,,,,,
11,8,-3.10,w16_07301992,16,7301992,Rancho Canada,,,,,
11,8,-2.56,w16_08271992,16,8271992,Rancho Canada,,,,,
9,8,-0.94,w16_10011992,16,10011992,Rancho Canada,,,,,
5,2,-3.28,w16_10291992,16,10291992,Rancho Canada,,,,,
1,0,-0.95,w16_11251992,16,11251992,Rancho Canada,,,,,
-2,-1,0.99,w16_12311992,16,12311992,Rancho Canada,,,,,
-6,4,9.95,w16_01281993,16,1281993,Rancho Canada,,,,,
-4,4,8.13,w16_02251993,16,2251993,Rancho Canada,,,,,
-2,9,10.78,w16_04011993,16,4011993,Rancho Canada,,,,,
-1,4,4.46,w16_04291993,16,4291993,Rancho Canada,,,,,
-2,4,5.94,w16_05271993,16,5271993,Rancho Canada,,,,,
-7,4,11.31,w16_07011993,16,7011993,Rancho Canada,,,,,
-15,3,17.38,w16_07291993,16,7291993,Rancho Canada,,,,,
-32,1,33.52,w16_08261993,16,8261993,Rancho Canada,,,,,
-60,1,61.17,w16_09301993,16,9301993,Rancho Canada,,,,,
-76,0,76.16,w16_10281993,16,10281993,Rancho Canada,,,,,
-57,-1,56.06,w16_11241993,16,11241993,Rancho Canada,,,,,
-26,4,29.68,w16_12301993,16,12301993,Rancho Canada,,,,,
-3,5,7.59,w16_01271994,16,1271994,Rancho Canada,,,,,
0,9,8.55,w16_02251994,16,2251994,Rancho Canada,,,,,
6,3,-2.26,w16_03311994,16,3311994,Rancho Canada,,,,,
2,3,0.69,w16_04281994,16,4281994,Rancho Canada,,,,,
-2,3,5.36,w16_05311994,16,5311994,Rancho Canada,,,,,
-9,1,9.87,w16_06301994,16,6301994,Rancho Canada,,,,,
-18,-1,16.99,w16_07281994,16,7281994,Rancho Canada,,,,,
-44,-3,41.69,w16_08251994,16,8251994,Rancho Canada,,,,,
-95,-4,91.03,w16_09291994,16,9291994,Rancho Canada,,,,,
-112,-4,108.38,w16_10271994,16,10271994,Rancho Canada,,,,,
-118,-6,111.50,w16_11231994,16,11231994,Rancho Canada,,,,,
-81,-7,74.09,w16_12291994,16,12291994,Rancho Canada,,,,,
-44,8,51.96,w16_01261995,16,1261995,Rancho Canada,,,,,
-18,9,27.23,w16_02231995,16,2231995,Rancho Canada,,,,,
-3,10,13.31,w16_03301995,16,3301995,Rancho Canada,,,,,
-1,9,10.17,w16_04271995,16,4271995,Rancho Canada,,,,,
2,9,7.05,w16_05251995,16,5251995,Rancho Canada,,,,,
4,9,5.51,w16_06291995,16,6291995,Rancho Canada,,,,,
1,9,7.95,w16_07271995,16,7271995,Rancho Canada,,,,,
-6,0,6.29,w16_08311995,16,8311995,Rancho Canada,,,,,
-22,0,22.09,w16_09281995,16,9281995,Rancho Canada,,,,,
-53,-1,52.80,w16_10261995,16,10261995,Rancho Canada,,,,,
-51,1,51.53,w16_11301995,16,11301995,Rancho Canada,,,,,
-30,0,30.04,w16_12281995,16,12281995,Rancho Canada,,,,,
-28,1,28.74,w16_01251996,16,1251996,Rancho Canada,,,,,
-20,1,21.76,w16_02291996,16,2291996,Rancho Canada,,,,,
-35,2,36.75,w16_03281996,16,3281996,Rancho Canada,,,,,
-47,2,48.13,w16_04251996,16,4251996,Rancho Canada,,,,,
-89,1,89.71,w16_05301996,16,5301996,Rancho Canada,,,,,
-112,1,113.70,w16_06271996,16,6271996,Rancho Canada,,,,,
